"","year","country_code","code_2","country","region","eu_member","fpu_em_clerks","fpu_em_elem_ocupation","fpu_em_professional","fpu_em_senior_official","fpu_em_technician","fsppaid_em","no_ed_sppaid_em","pri_ed_sppaid_em","sec_ed_sppaid_em","ter_ed_sppaid_em","tot_em_ter_ed_wpsec","psec_sformal_em","psec_spaid_em","psec_stotal_em","psec_spaid_em_rural","psec_spaid_em_urban","wbill_per_gdp","wbill_per_pub_expenditure"
"72","2018","FRA","FR","France","Continental","EU",0.869774699211121,0.775671482086182,0.660159289836884,0.503913998603821,0.683810353279114,0.69965648651123,0.0229912772774696,0.111482128500938,0.404080212116241,0.46144637465477,0.351752251386642,0.349256724119186,0.347544491291046,0.314915776252747,0.32110595703125,0.360205262899399,12.6093522223533,22.450108105225
"73","2008","GRC","GR","Greece","Southern","EU",0.574173867702484,0.670731127262115,0.607810139656067,0.17583179473877,0.675786077976227,0.535376667976379,0.00473527563735843,0.112081848084927,0.26336732506752,0.619815528392792,0.371285080909729,0.308093637228012,0.308093637228012,0.203960239887238,0.311190664768219,0.306211292743683,11.5897351130212,22.7940280069245
"74","2010","GRC","GR","Greece","Southern","EU",0.627184152603149,0.675342679023743,0.589642345905304,0.284844011068344,0.70891797542572,0.553234875202179,0.0067098974250257,0.088822066783905,0.235152795910835,0.669315218925476,0.371059626340866,0.337336897850037,0.32979828119278,0.220441862940788,0.296965926885605,0.348107576370239,12.4168808703231,23.6612261414986
"75","2012","GRC","GR","Greece","Southern","EU",0.630233705043793,0.724551260471344,0.63325047492981,0.0621095634996891,0.518613219261169,0.524549067020416,0.00334717729128897,0.0756818577647209,0.249518290162086,0.671452641487122,0.351199984550476,0.347080409526825,0.340499490499496,0.225015804171562,0.325452864170074,0.34785583615303,12.8198154850317,24.2991395376502
"76","2014","GRC","GR","Greece","Southern","EU",0.597793936729431,0.63617879152298,0.56408429145813,0.140140518546104,0.590189337730408,0.511137306690216,0,0.0692241340875626,0.218941569328308,0.711834311485291,0.34957292675972,0.331893712282181,0.326016247272491,0.21531879901886,0.30783399939537,0.332946687936783,12.2386037972416,24.3852116210338
"77","2016","GRC","GR","Greece","Southern","EU",0.601970195770264,0.538963198661804,0.577907204627991,0.194384694099426,0.520821690559387,0.515816450119019,0.000699187105055898,0.0748329609632492,0.222034111618996,0.70243376493454,0.347187548875809,0.331598728895187,0.326381057500839,0.222385376691818,0.305446654558182,0.332260608673096,12.1453016635692,24.8278965639342
"78","2018","GRC","GR","Greece","Southern","EU",0.562166690826416,0.701271057128906,0.624793469905853,0.235721483826637,0.638290822505951,0.531320035457611,0.00042541028233245,0.0594068840146065,0.236912399530411,0.703255295753479,0.337715238332748,0.321319222450256,0.317463248968124,0.222614243626595,0.26297527551651,0.329915672540665,11.9974694122305,24.7114818601006
"79","2008","HUN","HU","Hungary","Eastern","EU",0.936244368553162,0.6973916888237,0.731965601444244,0.346650272607803,0.817912995815277,0.684280514717102,0,0.0752661973237991,0.412852048873901,0.511881768703461,0.38625630736351,0.243137747049332,0.243025213479996,0.212594032287598,0.223104640841484,0.259437412023544,11.3367468778534,23.3901873097809
"80","2010","HUN","HU","Hungary","Eastern","EU",0.93189400434494,0.641060352325439,0.748698353767395,0.469959765672684,0.828784048557281,0.685093522071838,0.00211238046176732,0.0938192382454872,0.404199689626694,0.499868720769882,0.387160241603851,0.276715934276581,0.276401877403259,0.228627279400826,0.275222152471542,0.277397632598877,10.7841772067974,21.9022951184113
"81","2012","HUN","HU","Hungary","Eastern","EU",0.92894971370697,0.623360991477966,0.732005596160889,0.590205192565918,0.805924952030182,0.691170692443848,0.00127472425810993,0.0876958966255188,0.396990656852722,0.514038681983948,0.393876284360886,0.283164918422699,0.282717049121857,0.241650342941284,0.275388687849045,0.286631524562836,9.9006520398273,20.4263778136499
"82","2014","HUN","HU","Hungary","Eastern","EU",0.871942341327667,0.652273058891296,0.725558459758759,0.4870226085186,0.789512693881989,0.676172137260437,0.000181040741153993,0.117326401174068,0.343326240777969,0.539166331291199,0.406800001859665,0.292890936136246,0.292864859104156,0.259860694408417,0.295523911714554,0.291234940290451,10.2542016455975,20.7629972530465
"83","2016","HUN","HU","Hungary","Eastern","EU",0.91875422000885,0.659539997577667,0.724401891231537,0.479293167591095,0.757785320281982,0.666137516498566,0.00174407206941396,0.134634301066399,0.342584669589996,0.521036982536316,0.385631531476974,0.298564225435257,0.298401325941086,0.265444666147232,0.322655230760574,0.276955425739288,10.8816316149383,23.256275541345
"84","2018","HUN","HU","Hungary","Eastern","EU",0.879868686199188,0.648479640483856,0.736260533332825,0.443658441305161,0.813303828239441,0.694157958030701,0,0.148970767855644,0.347529649734497,0.503499567508698,0.364483952522278,0.293958336114883,0.293823182582855,0.261487156152725,0.313614696264267,0.284097909927368,10.5995426847707,22.3779116435021
"85","2008","ISL","IS","Iceland","Nordic","Non-EU",0.948106348514557,0.723913788795471,0.722154021263123,0.646776497364044,0.829550623893738,0.730787396430969,0,0.197794705629349,0.238998085260391,0.56320720911026,0.367006301879883,0.300516903400421,0.299556285142899,0.253574788570404,0.320256024599075,0.288468092679977,13.7293421748814,25.1933839272196
"86","2010","ISL","IS","Iceland","Nordic","Non-EU",0.923004329204559,0.768908262252808,0.741218209266663,0.631936013698578,0.716922342777252,0.728145241737366,0,0.185491397976875,0.237988919019699,0.576519668102264,0.47389680147171,0.378308713436127,0.377631187438965,0.328015089035034,0.370478183031082,0.381847381591797,13.5740343161842,28.4066096262795
"87","2012","ISL","IS","Iceland","Nordic","Non-EU",0.979637742042542,0.819247901439667,0.729966223239899,0.639017164707184,0.742750346660614,0.746717274188995,0,0.159082815051079,0.233536258339882,0.607380926609039,0.435050368309021,0.354223430156708,0.352407187223434,0.304482012987137,0.350340306758881,0.353604912757874,13.6138450936864,31.0606338116988
"88","2014","ISL","IS","Iceland","Nordic","Non-EU",0.943120419979095,0.79687362909317,0.741218209266663,0.631936013698578,0.797317326068878,0.735612750053406,NA,0.256125748157501,0.244923666119576,0.576519668102264,0.446884006261826,0.358271300792694,0.359828293323517,0.304114133119583,0.387915670871735,0.324872016906738,13.5740343161842,36.672205240754
"89","2016","ISL","IS","Iceland","Nordic","Non-EU",0.943120419979095,0.768908262252808,0.737093150615692,0.646776497364044,0.829550623893738,0.773480892181396,NA,0.197794705629349,0.236511930823326,0.590803146362305,0.41639256477356,0.358271300792694,0.359828293323517,0.306968361139297,0.350340306758881,0.345780044794083,13.6138450936864,25.1933839272196
"90","2018","ISL","IS","Iceland","Nordic","Non-EU",0.948106348514557,0.778239727020264,0.679427564144135,0.640191853046417,0.76344221830368,0.730787396430969,NA,0.279054820537567,0.236406564712524,0.49169796705246,0.419192910194397,0.346899926662445,0.359831064939499,0.31274539232254,0.383083343505859,0.353604912757874,13.7293421748814,30.4621146461308
"91","2008","IRL","IE","Ireland","Anglo-Saxon","EU",0.799139618873596,0.529088795185089,0.683452963829041,0.338752537965775,0.547654509544373,0.668976783752441,0.000769258593209088,0.206041723489761,0.179853335022926,0.61333566904068,0.358060449361801,0.325418174266815,0.32343253493309,0.270095705986023,0.363937586545944,0.307162553071976,11.2941245393153,27.0128463973403
"92","2010","IRL","IE","Ireland","Anglo-Saxon","EU",0.835143864154816,0.349545896053314,0.746896028518677,0.372441649436951,0.606236338615417,0.675731003284454,0.00180884753353894,0.166334435343742,0.151173919439316,0.680682778358459,0.345403373241425,0.328783631324768,0.326260089874268,0.267837882041931,0.379836678504944,0.297652572393417,11.5035477908294,17.6852900950055
"93","2012","IRL","IE","Ireland","Anglo-Saxon","EU",0.881387531757355,0.569310545921326,0.715611755847931,0.359489917755127,0.414690017700195,0.678432106971741,0.00406826287508011,0.127865105867386,0.156802266836166,0.711264371871948,0.335298359394073,0.31538051366806,0.313859432935715,0.26729229092598,0.330550283193588,0.3043252825737,10.8467520899,25.8050624691797
"94","2014","IRL","IE","Ireland","Anglo-Saxon","EU",0.815172553062439,0.47015255689621,0.741667151451111,0.482479482889175,0.381422132253647,0.689629912376404,0,0.114152818918228,0.139496698975563,0.746350467205048,0.333175003528595,0.324037998914719,0.323317468166351,0.271227329969406,0.366402804851532,0.303474128246307,9.415709254218,25.1391371715938
"95","2016","IRL","IE","Ireland","Anglo-Saxon","EU",0.808966994285584,0.426714420318604,0.769375383853912,0.452842384576797,0.474463760852814,0.694038212299347,0.00147018337156624,0.0773251950740814,0.153202056884766,0.768002569675446,0.331782281398773,0.311970084905624,0.312363594770432,0.265789687633514,0.348241686820984,0.298868626356125,7.12485845270946,25.8810796995244
"96","2018","IRL","IE","Ireland","Anglo-Saxon","EU",0.842864632606506,0.529088795185089,0.685451805591583,0.501727104187012,0.664666414260864,0.675731003284454,0,0.0773251950740814,0.159370750188828,0.780758261680603,0.325554966926575,0.30687341094017,0.313501507043839,0.254808098077774,0.356269389390945,0.318311512470245,11.3309918007399,25.8810796995244
"97","2008","LTU","LT","Lithuania","Eastern","EU",0.964497327804565,0.72356915473938,0.795719981193542,0.528673529624939,0.769646167755127,0.716025710105896,0,0.0216950010508299,0.176434084773064,0.801870942115784,0.290239840745926,0.244056612253189,0.242768973112106,0.216077342629433,0.242391228675842,0.243137553334236,10.6303785835868,28.7021491335065
"98","2010","LTU","LT","Lithuania","Eastern","EU",0.92668229341507,0.746856689453125,0.772896468639374,0.534607648849487,0.863400399684906,0.733531296253204,0,0.0265870988368988,0.134858950972557,0.838553965091705,0.340354204177856,0.289619952440262,0.289473235607147,0.259510695934296,0.308019727468491,0.270675808191299,10.9141226354517,26.4845861814754
"99","2012","LTU","LT","Lithuania","Eastern","EU",0.962973833084106,0.724931120872498,0.812262713909149,0.520662069320679,0.60714590549469,0.720277428627014,0.000476018962217495,0.0167997982352972,0.160213559865952,0.822510600090027,0.334631770849228,0.284895926713943,0.284549325704575,0.257309257984161,0.303271949291229,0.27264803647995,9.71551688189475,27.5885029408501
"100","2014","LTU","LT","Lithuania","Eastern","EU",0.87903618812561,0.702834367752075,0.842348754405975,0.614380478858948,0.683874726295471,0.738335132598877,0,0.0233524348586798,0.151049703359604,0.825597882270813,0.308752655982971,0.260344117879868,0.260075092315674,0.23224800825119,0.261486172676086,0.25912207365036,9.46778895324353,27.8240324032403
"101","2016","LTU","LT","Lithuania","Eastern","EU",0.912855565547943,0.811314046382904,0.850460112094879,0.586709260940552,0.749977707862854,0.77644544839859,0,0.0225391872227192,0.157099634408951,0.820361196994781,0.286445647478104,0.255622833967209,0.254531472921371,0.225223138928413,0.249349102377892,0.259138256311417,9.7872811420511,29.3622969049237
"102","2018","LTU","LT","Lithuania","Eastern","EU",0.863071262836456,0.7376868724823,0.847245693206787,0.586709260940552,0.773871719837189,0.768717467784882,0.000165265300893225,0.0226904451847076,0.153633058071136,0.823511242866516,0.269810378551483,0.251109004020691,0.250680655241013,0.223033666610718,0.255565255880356,0.2460608035326,9.41726373032001,28.4371482762343
"103","2008","LUX","LU","Luxembourg","Continental","EU",0.677160501480103,0.527532815933228,0.561779320240021,0.377487570047379,0.579846084117889,0.559946060180664,0.0102549875155091,0.192232444882393,0.395467013120651,0.402045577764511,0.327775329351425,0.285256415605545,0.285111159086227,0.266543537378311,0.349006444215775,0.268255978822708,8.27567757536338,20.8478137346882
"104","2010","LUX","LU","Luxembourg","Continental","EU",0.769823431968689,0.593281865119934,0.597321689128876,0.344536989927292,0.588676869869232,0.594321072101593,0.00292746000923216,0.217468112707138,0.390478879213333,0.389125555753708,0.300951957702637,0.27008643746376,0.270042538642883,0.24880413711071,0.329794406890869,0.253484010696411,8.94897182025895,20.2805604440233
"105","2012","LUX","LU","Luxembourg","Continental","EU",0.758849799633026,0.617577314376831,0.588727355003357,0.292772233486176,0.571130096912384,0.594901204109192,0.00409204419702291,0.209155708551407,0.417081296443939,0.369670957326889,0.297775119543076,0.289054602384567,0.28893381357193,0.269353181123734,0.347206085920334,0.240161672234535,9.06057308668843,20.5593535079191
"106","2014","LUX","LU","Luxembourg","Continental","EU",0.719469845294952,0.567436873912811,0.62569934129715,0.344536989927292,0.585662662982941,0.596334218978882,0.00781976617872715,0.190523967146873,0.392163187265396,0.409493088722229,0.346925467252731,0.322409361600876,0.322409361600876,0.298802822828293,0.381442874670029,0.266441881656647,8.7071796148072,20.7481838225096
"107","2016","LUX","LU","Luxembourg","Continental","EU",0.607174336910248,0.523326337337494,0.621222376823425,0.292772233486176,0.450239390134811,0.500118911266327,0.0173452850431204,0.21592715382576,0.467196315526962,0.299531251192093,0.254650920629501,0.330506145954132,0.330736547708511,0.310659468173981,0.401217579841614,0.268130570650101,8.69089674295395,20.7237313005511
"108","2018","LUX","LU","Luxembourg","Continental","EU",0.5943763256073,0.531598567962646,0.607478082180023,0.344536989927292,0.461674690246582,0.503118813037872,0.00445638224482536,0.20246410369873,0.462298095226288,0.330781400203705,0.2701036632061,0.332317054271698,0.331788301467896,0.312051355838776,0.395723670721054,0.286299526691437,9.25683387779098,21.1664687668804
"109","2008","POL","PL","Poland","Eastern","EU",0.883067429065704,0.735642492771149,0.799424350261688,0.443561673164368,0.623471319675446,0.711739182472229,0.000494970241561532,0.0287487637251616,0.370627999305725,0.598872065544128,0.392525404691696,0.235509306192398,0.235509306192398,0.189250469207764,0.220488145947456,0.24579456448555,10.8190134714368,24.424808401123
"110","2010","POL","PL","Poland","Eastern","EU",0.896362602710724,0.764503121376038,0.803022444248199,0.362320780754089,0.669843435287476,0.72882753610611,0.00055198697373271,0.0258078575134277,0.348643988370895,0.62499612569809,0.379383653402328,0.244708314538002,0.244671836495399,0.191227421164513,0.236277043819427,0.250488132238388,10.996419630364,24.0057094954347
"111","2012","POL","PL","Poland","Eastern","EU",0.882975220680237,0.883550643920898,0.780135154724121,0.474956780672073,0.66687798500061,0.725648462772369,0,0.020757993683219,0.304075658321381,0.675166368484497,0.379602402448654,0.238245889544487,0.238186717033386,0.189683154225349,0.207404360175133,0.255406439304352,10.3105709450353,24.0567075203361
"112","2014","POL","PL","Poland","Eastern","EU",0.804810583591461,0.894359469413757,0.772659957408905,0.618231296539307,0.650643706321716,0.713933229446411,0,0.0244551729410887,0.285487562417984,0.690057277679443,0.379998058080673,0.245741844177246,0.245741844177246,0.196339055895805,0.222843125462532,0.258109092712402,10.5417075963567,24.8657126177354
"113","2016","POL","PL","Poland","Eastern","EU",0.824302434921265,0.890540421009064,0.780554354190826,0.574606359004974,0.653381705284119,0.724973022937775,0,0.0223709307610989,0.284995466470718,0.69263356924057,0.37624055147171,0.249643057584763,0.249499350786209,0.198986306786537,0.220845565199852,0.265788912773132,10.3880390622465,25.2709331918159
"114","2018","POL","PL","Poland","Eastern","EU",0.850736260414124,0.764503121376038,0.780554354190826,0.533918678760529,0.650643706321716,0.696184873580933,0,0.0258078575134277,0.370627999305725,0.595238029956818,0.389258772134781,NA,0.235684394836426,0.262642443180084,0.222843125462532,0.269958138465881,10.9347342608683,25.7767365679311
"115","2008","PRT","PT","Portugal","Southern","EU",0.829332113265991,0.744174540042877,0.663710832595825,0.241743564605713,0.757164537906647,0.676867127418518,0.00397476181387901,0.421851098537445,0.170005470514297,0.404168665409088,0.523541688919067,0.235577180981636,0.235577180981636,0.191317334771156,0.267468929290771,0.226331055164337,13.1328666324524,28.9682055228153
"116","2010","PRT","PT","Portugal","Southern","EU",0.804335057735443,0.701495826244354,0.68338805437088,0.329140841960907,0.756632208824158,0.666384637355804,0.0109585020691156,0.387306898832321,0.205440282821655,0.396294295787811,0.48671481013298,0.253982692956924,0.252450942993164,0.214752554893494,0.309263110160828,0.236932143568993,13.6778343553986,26.3956086150256
"117","2012","PRT","PT","Portugal","Southern","EU",0.856615662574768,0.753844857215881,0.704933643341064,0.415868759155273,0.62969309091568,0.675036072731018,0.00514003541320562,0.341190963983536,0.239476591348648,0.414192408323288,0.497958689928055,0.280175298452377,0.279727846384048,0.243481516838074,0.285011500120163,0.277977764606476,11.6914165794229,24.0925566517292
"118","2014","PRT","PT","Portugal","Southern","EU",0.829308211803436,0.769085645675659,0.72880220413208,0.485269725322723,0.681882083415985,0.68582010269165,0.00328403478488326,0.308005332946777,0.249506801366806,0.439203828573227,0.453452050685883,0.280285894870758,0.279256075620651,0.243655368685722,0.283649802207947,0.277863085269928,11.8529620271887,22.9174858797455
"119","2016","PRT","PT","Portugal","Southern","EU",0.83387690782547,0.755276918411255,0.736290872097015,0.371720194816589,0.615862667560577,0.675499796867371,0.00319124548695982,0.283776938915253,0.260605871677399,0.452425926923752,0.410736352205276,0.275142997503281,0.274296522140503,0.240189477801323,0.287474095821381,0.270203411579132,11.2061117415021,25.0073132251364
"120","2018","PRT","PT","Portugal","Southern","EU",0.831048488616943,0.700922429561615,0.739785254001617,0.480030119419098,0.604692995548248,0.688307762145996,0.00362180243246257,0.266394108533859,0.260606676340103,0.469377398490906,0.413067936897278,0.276471793651581,0.275628417730331,0.244371309876442,0.298596292734146,0.268546670675278,11.0464361259404,25.2661315670958
"121","2008","ROU","RO","Romania","Eastern","EU",0.698941826820374,0.617553412914276,0.661075353622437,0.0880036726593971,0.709435403347015,0.599263489246368,0,0.0971629023551941,0.418209224939346,0.48462787270546,0.297341167926788,0.163887098431587,0.163887098431587,0.118494354188442,0.155777335166931,0.170563578605652,10.0596636,28.5207412095791
"122","2010","ROU","RO","Romania","Eastern","EU",0.698472499847412,0.713678777217865,0.657502353191376,0.0860608071088791,0.751296639442444,0.617525339126587,0,0.076001912355423,0.377980262041092,0.546017825603485,0.332613199949265,0.182328671216965,0.181586518883705,0.128221988677979,0.174606963992119,0.187570884823799,9.5609806,24.9711223351011
"123","2012","ROU","RO","Romania","Eastern","EU",0.753978312015533,0.923140406608582,0.745747864246368,0.131340593099594,0.589709520339966,0.643503069877625,0,0.0635109171271324,0.350658714771271,0.585830390453339,0.318447262048721,0.186160266399384,0.185436993837357,0.130808115005493,0.165133103728294,0.192836150527,7.7867562,22.2359672038458
"124","2014","ROU","RO","Romania","Eastern","EU",0.681835889816284,0.840804219245911,0.722282767295837,0.213884025812149,0.611212909221649,0.645586609840393,0,0.041897926479578,0.359524518251419,0.598577558994293,0.31303071975708,0.179775014519691,0.179602190852165,0.12792494893074,0.154721453785896,0.191950932145119,7.7239384,22.8696371417908
"125","2016","ROU","RO","Romania","Eastern","EU",0.697010695934296,0.71887618303299,0.69451779127121,0.116430930793285,0.619606196880341,0.598669171333313,0.00121342681813985,0.117709778249264,0.246256992220879,0.634819805622101,0.303966790437698,0.173566296696663,0.173275798559189,0.125117763876915,0.144002258777618,0.184875890612602,8.8965868,28.4717578427719
"126","2018","ROU","RO","Romania","Eastern","EU",0.755289554595947,0.768384218215942,0.724404811859131,0.152140751481056,0.663836658000946,0.605288505554199,0.0016385989729315,0.0492199435830116,0.301820695400238,0.647320747375488,0.328833043575287,0.177159309387207,0.177017718553543,0.134875044226646,0.147016152739525,0.191352471709251,10.3668696,32.1717418002517
"127","2008","SVK","SK","Slovak Republic","Eastern","EU",0.858977138996124,0.723156869411469,0.755347013473511,0.481224060058594,0.836283504962921,0.729333639144897,0,0.0200643576681614,0.57175201177597,0.408183664083481,0.451219797134399,0.273898750543594,0.274383395910263,0.247315406799316,0.263076543807983,0.281157076358795,7.48120937458024,20.254325389453
"128","2010","SVK","SK","Slovak Republic","Eastern","EU",0.896503150463104,0.799675405025482,0.73991858959198,0.456780105829239,0.809318661689758,0.732107400894165,0,0.0276940390467644,0.509523928165436,0.462782055139542,0.458539307117462,0.28985071182251,0.289685368537903,0.257506996393204,0.286617279052734,0.29150927066803,8.45862213882789,20.0702939565456
"129","2012","SVK","SK","Slovak Republic","Eastern","EU",0.861217856407166,0.870097041130066,0.774312615394592,0.497035264968872,0.832308053970337,0.742256820201874,0,0.0221219584345818,0.493832468986511,0.484045565128326,0.424466013908386,0.289192914962769,0.289253175258636,0.243469506502151,0.273112267255783,0.300580531358719,8.24073118900741,20.2823338242015
"130","2014","SVK","SK","Slovak Republic","Eastern","EU",0.849594414234161,0.86701762676239,0.769626796245575,0.358776718378067,0.834951460361481,0.725432515144348,0,0.0172079931944609,0.467039406299591,0.515752613544464,0.433020234107971,0.287358433008194,0.287261754274368,0.243532180786133,0.273775070905685,0.295366287231445,8.79733676095248,20.9286038113402
"131","2016","SVK","SK","Slovak Republic","Eastern","EU",0.835762858390808,0.818014025688171,0.763479113578796,0.437586426734924,0.764277517795563,0.710751175880432,0,0.0201976634562016,0.48171192407608,0.498090386390686,0.403719544410706,0.258442610502243,0.258646726608276,0.219012841582298,0.234277844429016,0.274387091398239,9.11099894122572,21.980420926323
"132","2018","SVK","SK","Slovak Republic","Eastern","EU",0.858977138996124,0.761442720890045,0.78798508644104,0.456780105829239,0.759493768215179,0.715167164802551,NA,0.0276940390467644,0.597178757190704,0.408183664083481,0.543853342533112,0.397327184677124,NA,0.244358733296394,0.377864301204681,0.300580531358719,7.92222964945026,20.0702939565456
"133","2008","ESP","ES","Spain","Southern","EU",0.709012389183044,0.703465759754181,0.586630880832672,0.237562417984009,0.662020862102509,0.599330544471741,0.00407567201182246,0.160613507032394,0.20087556540966,0.63443523645401,0.348137050867081,0.237477004528046,0.237443432211876,0.199178248643875,0.219772025942802,0.242588132619858,10.5835293063674,25.7158965495473
"134","2010","ESP","ES","Spain","Southern","EU",0.680983126163483,0.706473469734192,0.62241405248642,0.414890825748444,0.62096780538559,0.607562839984894,0.00211186218075454,0.174411430954933,0.18729342520237,0.636183261871338,0.380078345537186,0.271384179592133,0.271028488874435,0.226781457662582,0.251715451478958,0.276650011539459,11.5533311438708,25.3210652024931
"135","2012","ESP","ES","Spain","Southern","EU",0.660519242286682,0.773926138877869,0.661110758781433,0.297561794519424,0.66578471660614,0.619912385940552,0.00071531895082444,0.140171125531197,0.212997660040855,0.646115899085999,0.35782191157341,0.269248217344284,0.268502831459045,0.224069252610207,0.242694586515427,0.275402307510376,10.9562758759972,22.7769369643146
"136","2014","ESP","ES","Spain","Southern","EU",0.686412692070007,0.693097114562988,0.649662137031555,0.415565192699432,0.6234210729599,0.618109583854675,0.00444168364629149,0.143203437328339,0.191503450274467,0.660851418972015,0.344086766242981,0.278530567884445,0.278127074241638,0.229287892580032,0.262724220752716,0.282666057348251,11.1007689194658,24.7529134724466
"137","2016","ESP","ES","Spain","Southern","EU",0.665368378162384,0.702942669391632,0.666956901550293,0.461750626564026,0.612581193447113,0.619926393032074,0.00494255311787128,0.12531490623951,0.191307634115219,0.678434908390045,0.357563883066177,0.28022900223732,0.280197381973267,0.231559574604034,0.270539075136185,0.282884925603867,10.8572746376961,25.725662123667
"138","2018","ESP","ES","Spain","Southern","EU",0.651571214199066,0.755445003509521,0.670797288417816,0.453518688678741,0.612482070922852,0.624856233596802,0.00130551622714847,0.11187394708395,0.201832503080368,0.684988021850586,0.35087651014328,0.273186445236206,0.272553116083145,0.229756817221642,0.248035430908203,0.279574006795883,10.4812972397865,25.3073562545111
"139","2008","GBR","GB","United Kingdom","Anglo-Saxon","EU",0.850075602531433,0.703399121761322,0.650282800197601,0.541783034801483,0.74111008644104,0.72431892156601,0.00105232640635222,0.0611659213900566,0.383058279752731,0.5547234416008,0.427699327468872,0.338173091411591,0.333943873643875,0.295787662267685,0.36306557059288,0.328347623348236,10.1974795,25.1894490418778
"140","2010","GBR","GB","United Kingdom","Anglo-Saxon","EU",0.832568168640137,0.641837894916534,0.595735371112823,0.585883378982544,0.67692643404007,0.698684275150299,0.00248725875280797,0.0592226684093475,0.365712851285934,0.572577238082886,0.434851467609406,0.346138834953308,0.345619082450867,0.301160156726837,0.354603886604309,0.34306064248085,10.8409072,24.3790643492359
"141","2012","GBR","GB","United Kingdom","Anglo-Saxon","EU",0.823274254798889,0.707982778549194,0.700094401836395,0.534738421440125,0.670345067977905,0.710423588752747,0.00727843912318349,0.0515866801142693,0.357940942049026,0.583193957805634,0.405732661485672,0.328400731086731,0.325685441493988,0.284754604101181,0.365171909332275,0.319752216339111,10.1273717,23.4073394513444
"142","2014","GBR","GB","United Kingdom","Anglo-Saxon","EU",0.76959753036499,0.76391214132309,0.665595173835754,0.629915475845337,0.64674174785614,0.701733767986298,0,0.13339364528656,0.263199031352997,0.603407323360443,0.393141120672226,0.326045453548431,0.324768960475922,0.282727986574173,0.326789885759354,0.32448136806488,9.2652289,22.8544196443744
"143","2016","GBR","GB","United Kingdom","Anglo-Saxon","EU",0.807792544364929,0.74743777513504,0.683959007263184,0.527738571166992,0.700538277626038,0.703790605068207,0.000306053989334032,0.118394367396832,0.253167867660522,0.628131687641144,0.392449170351028,0.336437255144119,0.334125727415085,0.286904990673065,0.35650360584259,0.33045819401741,9.0931595,23.4020563256704
"144","2018","GBR","GB","United Kingdom","Anglo-Saxon","EU",0.807792544364929,0.707982778549194,0.63615471124649,0.527738571166992,0.687633872032166,0.713584721088409,0.00927120167762041,0.118394367396832,0.369331240653992,0.448489040136337,0.399493604898453,0.336437255144119,0.331896513700485,0.326797962188721,0.354603886604309,0.34306064248085,9.0087641,26.7759023454089
